Name,Coordinates
Athrys,"43.5,25.5"
Athymbra,"37.895594,28.1480965"
Athyras,"41.034016,28.589971"
Atiliana,"42.488454,-2.795062"
Atina,"40.454278,15.556067"
Atina,"41.6207105927,13.7971679209"
Atina,"41.6207105927,13.7971679209"
Atinas Campus,"40.25,15.25"
Atintanes,"41.5,20.5"
Atintanis,"41.5,20.5"
Atramitis,"17.5,47.5"
Atrans,"46.188312,14.884014"
"Atrax, Átrax","39.571253,22.1995565"
Atre,"41.575477,15.743888"
Atrebates,"50.5,2.5"
Atrebates,"51.5,-1.5"
Atria,"45.0577,12.056195"
Atrianorum Paludes,"44.75,12.25"
Atrium Vestae,"41.8914071547,12.4866428724"
Attachas,"38.347032,40.752181"
Attacori,"32.5,77.5"
Attakenoi,"32.5,72.5"
Attalea,"36.8903095,30.699968"
Attaleia,"36.8903095,30.699968"
Attaleia,"38.25,21.75"
Attaleia,"39.25,27.75"
Attanum,"45.516213,1.206092"
Attea,"39.214189,26.766607"
Attea,"39.515977,28.115927"
Attene,"25.5,49.5"
Attica,"38.125,23.625"
Attici,"31.133295,20.183329"
Attidium,"43.3080729,12.9252914"
Attikites,"45.25,37.25"
Attila,"46.5,47.5"
Attiou Akron,"42.5,8.5"
Attouda,"37.840335,28.804503"
Attuarii,"52.5,7.5"
Atuatuca,"50.780857,5.464831"
Atuatuca Tungrorum,"50.780857,5.464831"
Atura,"43.701402,-0.263282"
Aturia,"43.5,-1.5"
Aturrus,"43.5,-1.5"
Aturus,"43.5,-1.5"
Atys,"39.75,27.75"
Aualites,"11.467623,43.463265"
Aualites Sinus,"12.5,47.5"
Auara,"29.956972,35.31861"
Auaron Pr.,"41.5,-8.5"
Aubereo,"30.852128,17.883257"
Aubuzza,"35.952388,8.598432"
Auca,"42.386504,-3.309364"
Auci,"41.220893,-0.443911"
Auciago,"44.739931,1.520681"
Audaristenses,"41.433752,21.905472"
Audaristos,"41.433752,21.905472"
Auedonnacum,"46.020807,-0.346927"
Aueria,"34.3077,37.100931"
Aufenginum,"42.254057,13.574956"
Aufidena,"41.33639,16.194104"
Aufidena,"41.784299,14.108223"
Aufidena,"41.784299,14.108223"
Aufidum,"41.33639,16.194104"
Aufinum,"41.33639,16.194104"
Aufinum,"42.2817298,13.7718891"
Aufugum,"39.405983,16.158919"
Aufustianis,"43.321667,17.361944"
Augai,"36.571185,31.86296"
Augemmi,"33.302376,10.561337"
Augentum,"39.926319,18.157428"
Augila,"29.1521035,21.2952075"
Augilai,"29.5,21.5"
Augurina,"37.701667,-5.283804"
Augusta,"37.245212,35.344087"
Augusta,"43.5,23.5"
Augusta,"44.715501,5.05726"
Augusta,"44.75,12.25"
Augusta,"45.75,5.75"
Augusta,"51.513335,-0.088949"
Augusta Ambianorum,"50.021578,1.461921"
Augusta Arvernorum,"45.778689,3.085891"
Augusta Perusia Colonia Vibia,"43.111192,12.3899085"
Augusta Praetoria,"45.737444,7.3161705"
Augusta Praetoria Salassorum,"45.737444,7.3161705"
Augusta Suessionum,"49.380839,3.3258515"
Augusta Taurinorum,"45.0725786,7.6856591"
Augusta Traiana,"42.4254025,25.624862"
Augusta Vindelicum,"48.365463,10.894765"
Augusta Viromanduorum,"49.847952,3.2891755"
Augustae,"40.071704,9.088906"
Augustae,"43.731122,23.8273495"
Augustiana,"48.3422145,15.7380965"
Augustobona,"48.297473,4.074806"
Augustobrica,"41.8314,-1.984799"
Augustobriga,"39.807245,-5.481787"
Augustobriga,"41.8314,-1.984799"
Augustobrigenses,"39.80701585,-5.4820696"
Augustodunum,"46.94724,4.2991775"
Augustodurum,"49.275312,-0.7052"
Augustomagus,"49.2051355,2.585975"
Augustonemetum,"45.778689,3.085891"
Augustopolis,"30.332089,35.595901"
Augustopolis,"37.245212,35.344087"
Augustoritum,"45.8285425,1.2643925"
Aulai,"36.760796,28.134462"
Aulai,"36.811081,34.701983"
Aulaiouteichos,"42.0994,27.939514"
Aulazon,"31.047156,17.430088"
Auleon Sinus,"41.125,28.875"
Aulerci,"48.5,-0.5"
Aulerci Cenomani,"47.5,0.5"
Auletes,"41.125,28.875"
Aulia,"41.346777,31.481785"
Aulindenos L.,"37.75,29.75"
Aulis,"38.4302595,23.5936545"
Aulodes,"36.823067,9.571439"
Aulon,"37.25,21.75"
Aulon,"37.25,25.25"
Aulon,"40.484898,19.473197"
Aulucus,"35.199267,-6.11029"
Aulutrena,"38.055289,30.2819"
Aulutrene,"38.058513,30.286447"
Aulutrene,"38.07629,30.274625"
Aulutrene,"38.25,30.25"
Aunedonnacum,"46.020807,-0.346927"
Aunesis,"36.562539,31.952227"
Aunobari,"36.36639,9.153496"
Auraei,"45.4574885,11.384537"
Aurana,"32.75,36.25"
Auranitis,"32.75,36.75"
Aurariae Dacicae,"46.5,22.5"
Auregenses,"42.5,-7.5"
Aurelia Neapolis,"37.690157,28.397699"
Aureliane,"39.544815,27.104783"
Aureliane,"40.404585,29.808751"
Aureliopolis,"38.476241,27.877777"
Aurelium Cananefatium,"52.0602193,4.3486726"
Aurenses,"42.340013,-7.864602"
Aureus Mons,"44.630668,20.789624"
Aurgi,"37.791929,-3.808119"
Auriensis,"42.340013,-7.864602"
Auringis,"37.791929,-3.808119"
Aurinia,"42.666255,11.504827"
Aurium,"42.340013,-7.864602"
Aurokra,"38.531995,31.19882"
Auru,"31.982751,12.482883"
Aurunci,"41.25,13.75"
Ausa,"41.9297413,2.25563735"
Ausancalio,"44.391687,15.686781"
Ausara,"16.33209,52.098032"
Ausara,"26.051891,38.582165"
Ausaritis,"12.5,47.5"
Auschisai,"32.5,20.5"
Auscii,"43.5,0.5"
Ausculum,"41.207142,15.562485"
Ausere,"33.5,10.5"
Ausetani,"41.5,2.5"
Ausigda,"32.783311,21.416695"
Auso,"41.9297413,2.25563735"
Ausona,"41.9297413,2.25563735"
Austranum,"40.7271,17.577471"
Austuriani,"29.5,17.5"
Ausuciates,"45.75,9.25"
Ausucum,"46.052395,11.455454"
Ausum,"36.461712,4.53549"
Autariatae,"43.5,17.5"
"Autariatai, Aùtariatai","43.5,17.5"
Auteinoi,"52.5,-7.5"
Autessiodurum,"47.7978475,3.573539"
Autisparate,"39.908249,41.2758225"
Autokane,"39.25,26.75"
Autololes,"33.75,-6.75"
Automala,"30.299612,19.116715"
Automalax,"30.299612,19.116715"
Automate,"36.3985976292,25.3300952645"
Automula,"21.770393,71.834758"
Autoteles,"33.75,-6.75"
Autraka,"42.28808,-4.138905"
Autricum,"48.445658,1.4856175"
Autrigones,"43.5,-2.5"
Auxanum,"41.513735,15.891172"
Auximates,"43.486124,13.482435"
Auximum,"43.486124,13.482435"
Auxiqua,"31.364584,15.239703"
Auxiu,"31.281729,15.851181"
Auxoume,"14.125005,38.721522"
Auxoumon,"43.486124,13.482435"
Auzemmi,"33.302376,10.561337"
Auzia,"36.1444475,3.691275"
Avantici,"44.75,6.25"
Avares,"48.5,18.5"
Avaricum,"47.082535,2.3978655"
Avarigini,"43.5,-4.5"
Avaris,"30.786228,31.82253"
Avatici,"43.25,5.25"
Avedda,"36.797938,9.52286"
Aveia,"42.295745,13.487411"
Avendo,"44.940597,15.131095"
Avennio,"43.950668,4.806612"
Avennio Cavarum,"43.950668,4.806612"
Avensa,"36.58353,9.099738"
Aventicum Helvetiorum,"46.8801205,7.040702"
Aventius,"51.5,-3.5"
Aves,"33.883602,9.79452"
Avesica,"45.717745,13.811925"
Avia,"40.903398,-5.292256"
Avibus,"33.883602,9.79452"
Avidus Vicus,"35.574804,10.736343"
Avila,"40.655816,-4.700573"
Avioccala,"36.184232,9.70456"
Aviones,"55.5,8.5"
Avisio,"43.724847,7.381752"
Avitacum,"45.66059,2.973683"
Avitta Bibba,"36.409869,9.704586"
Axati,"37.659304,-5.526244"
Axeloduno,"54.905065,-2.934401"
Axia,"42.39390695,12.02276605"
Axiacae,"47.5,30.5"
Axima,"45.556944,6.653224"
Axiopolis,"44.32551945,28.019328"
Axon,"36.75,28.75"
Axona,"49.5,3.5"
Axos,"38.25,26.25"
"Axos, Áxos","35.3080415,24.8441326"
Axoume,"14.125005,38.721522"
Axuenna,"49.441308,4.039669"
Axylon,"39.25,32.25"
"Ayntap, Antep","37.25,37.25"
Azali,"47.5,18.5"
Azania,"37.7972327198,22.1100733493"
Azanos,"10.0,80.0"
Azao,"47.727941,18.257768"
Azara,"45.950712,38.14333"
Azareis,"38.353927,31.658318"
Azenia,"38.147757,23.5243225"
Azetium,"41.009167,17.005771"
Azimacia,"36.25,6.75"
Aziris,"32.683784,22.880611"
Azorus,"39.9849348621,22.0838085821"
Azotos,"31.7608365,34.65407"
Azotos Mesogeios,"31.7608365,34.65407"
Azotos Paralios,"31.7834665,34.6220045"
Azurion,"32.683784,22.880611"
Azy,"31.47957,26.748197"
"az-Zāb al-Kabīr, az-Zab al-Kabir, al-Zab al-Kabir, ez-Zab el-Kebir, el-Zab el-Kebir, ez-Zab el-Kabir, el-Zab el-Kabir","36.4143994,43.8178604"
az-Zābal-Aʿlā,"36.4143994,43.8178604"
"Bērosaba, Berosaba","32.930876,35.407812"
"Bērsoubai, Bersoubai","32.930876,35.407812"
"Bērytos, Berytos","33.8985935,35.511241"
Bēt Lāpaṭ,"33.8985935,35.511241"
Būr-Saʿīd,"31.25,32.25"
Bāwiān,"36.7596713,43.4195082"
Bāxtri,"36.76792575,66.90119115"
"Baṣra, Baṣrah, Basra","30.503217,47.820635"
"Baal-Hamman, T.","35.101223,33.15302"
Babanomon,"40.5,35.5"
Babdalai,"38.543079,29.538588"
Babrantion,"38.423006,26.13006"
"Babylōn, Babylon","30.005783,31.2301075"
Babylon,"30.005783,31.2301075"
Babylonia,"31.6283443083,45.4954067714"
Babylonia,"31.6283443083,45.4954067714"
Bac,"49.5,12.5"
Bacca Collis,"41.125,29.125"
Baccanae,"42.119115,12.367302"
Bacchiae,"41.125,29.125"
Bachylitae,"12.5,42.5"
Baclanaza,"28.3880465,36.5727525"
Baclanaza,"28.3880465,36.5727525"
Bactara,"37.55662,-3.090227"
Bactra,"36.76792575,66.90119115"
Bactrus,"37.5,67.5"
Bacuenses,"35.25,8.75"
Badais,"26.808524,36.916405"
Badeo,"15.220499,42.980529"
Badera,"43.455038,1.612796"
Badhan Firuz,"38.24647,48.295051"
Badias,"34.750225,6.67125"
Badies,"42.67347,13.272587"
Badis,"15.220499,42.980529"
Badra,"33.109452,45.947885"
Baebelo,"37.954166,-3.539407"
Baebiana,"41.918656,12.202095"
Baecula,"38.095872,-3.774889"
Baedro,"38.501008,-5.14839"
Baedunia,"42.303366,-5.737469"
Baelo,"36.09007,-5.7744275"
Baelo,"36.5,-5.5"
Baesippo,"36.192554,-5.91903"
Baesucci,"38.204665,-3.507662"
Baesuris,"37.218006,-7.4436055"
Baetasii,"51.5,5.5"
Baetis,"37.5,-5.5"
Baetis Aestuaria,"36.5,-6.5"
Baetulo,"41.451022,2.246611"
Baetulo,"41.5,2.5"
Baeturia Celtica,"38.5,-6.5"
Baeturia Turdulorum,"38.5,-5.5"
Bagacum,"50.2977855,3.792415"
Bagada,"18.34585,30.716636"
Bagadania,"38.3561129467,35.7288244144"
Bagai,"35.534434,7.1173845"
Bagauna,"39.603879,43.519713"
Bagdata,"33.31468,44.39044"
Bagis,"38.6575327,29.16084635"
Bagisara,"25.22383,64.627005"
Bagistanus,"34.390459,47.4359567"
Bagoon,"32.5,62.5"
Bagrada,"36.75,9.75"
Bagrauandene,"39.5,42.5"
Bagrum,"39.025785,32.048427"
Bahalot,"32.930876,35.407812"
Bahman Ardashir,"30.80748,47.720438"
Baiae,"36.75,36.25"
Baiae,"40.8181965,14.0683355"
Baiberdon,"40.2568675,40.228458"
Baidyoi,"43.5,-8.5"
Baikor,"38.095872,-3.774889"
Baikula,"38.095872,-3.774889"
Baimoi,"48.5,17.5"
Baioarii,"47.5,11.5"
Baiocas,"49.275312,-0.7052"
Baiocasses,"49.5,-0.5"
Baiones,"22.5,72.5"
Baiouarii,"47.5,11.5"
Baioulous,"38.705472,39.952527"
Baisampse,"36.583961,38.252706"
Baiterra,"43.3416765,3.217941"
Baithana,"19.468043,75.385416"
Baitheo,"16.56401,42.819149"
Baithmare,"33.552423,35.833713"
Baitia,"27.5,62.5"
Baitios,"16.56401,42.819149"
Baitokaike,"34.9304415,36.251155"
Baitolo,"41.451022,2.246611"
Baitylos,"36.705058,22.3848"
Baka,"32.75,35.25"
Baka,"37.814966,35.911724"
Bakales,"32.5,20.5"
Bakare,"7.5,77.5"
Bakatae,"32.5,20.5"
Bakchias,"29.536946,31.0041595"
Bakouatai,"33.75,-5.25"
"Baktra, Paktra","36.76792575,66.90119115"
Baktrianoi,"36.5,67.5"
Baktros,"42.5,62.5"
Balaberd,"39.268917,46.241584"
Balabitene,"38.5,39.5"
Balad,"36.514152,42.726566"
Balagrae,"32.761399,21.756437"
Balaio Pr.,"27.5,67.5"
Balaleisa,"38.4,42.116666"
"Balaleisōn, Balaleison","38.4,42.116666"
Balanea,"35.174692,35.9433145"
Balaneion Tiberinon,"36.0342195,35.9974405"
Balanrot,"39.458333,48.545"
Balarath,"36.5,46.5"
Balari,"40.5,9.5"
Balaroi,"40.5,9.5"
Balatedinis,"47.339916,0.613948"
Balatonoi,"41.5,9.5"
Balbissa,"38.1015395,34.6035745"
Balboura,"36.95522,29.581139"
Baldo,"36.09007,-5.7744275"
Balentium,"40.512187,18.034033"
Balepatna,"17.526305,73.302413"
Balesium,"40.512187,18.034033"
Baletium,"40.062362,18.059097"
Balgatia,"40.151738,31.612625"
Baliares,"39.5204263986,3.67595688631"
Balihu,"36.75,38.75"
Balisbiga,"38.705472,39.952527"
Balissus,"36.75,38.75"
Balita,"8.380214,76.990276"
Ballanstra,"42.994188,22.868223"
Ballatha,"36.857393,38.385227"
Ballene Praesidium,"35.721173,0.352432"
"Balmarcodes, T.","33.857076,35.59002"
Balneis,"35.174692,35.9433145"
Balneum Regis,"42.627233,12.090295"
Baloie,"44.282804,17.090799"
Balouos,"38.4,42.116666"
Balsa,"37.125796,-7.649884"
Balsio,"41.900517,-1.418493"
Bamaliana,"36.296985,-5.272343"
Bambala,"8.380214,76.990276"
"Bambykē, Bambyke","36.526222,37.9555335"
Bambyke,"36.526222,37.9555335"
Bambyke,"36.526222,37.9555335"
Banabela,"37.315199,40.838399"
Banadedari,"30.361848,18.784609"
Banaouasei,"14.535519,75.01242"
Banasa,"34.6019535,-6.115349"
Banboulena,"38.258267,30.582172"
Bandar ʿAbbās,"27.5,57.5"
Bandobene,"34.015874,72.349267"
Bandritum,"47.923155,3.5142215"
Banioubai,"34.5619757896,-5.73211367432"
Baniurae,"34.5619757896,-5.73211367432"
Banna,"54.9894755,-2.6023955"
Bannatia,"56.3658011,-3.9875967"
Bannaventa,"52.276352,-1.085587"
Bannovalium,"53.20809,-0.114724"
Bannovallum,"53.20809,-0.114724"
Banoubaroi,"25.5,36.5"
Bantia,"40.861745,16.013924"
Bantouraroi,"36.25,2.25"
Banu Lakhm,"31.5,44.5"
Bao,"44.324033,21.442899"
Baquates,"33.75,-5.25"
Barabeta,"37.257887,39.29477"
Baracum,"27.549893,14.271622"
Baradendromia,"40.98169,30.026045"
Barake,"22.5,67.5"
Barakes Kolpos,"22.5,67.5"
Barantea,"40.054173,42.146495"
Bararus,"35.25,10.75"
Baras,"38.2405025,40.0827385"
Barasrot,"36.5,46.5"
Barata,"37.442747,33.1088365"
Barbalissus,"35.987015,38.111313"
Barbara,"24.649668,67.920001"
Barbare,"37.257887,39.29477"
Barbari Pr.,"35.75,-5.25"
Barbaria,"40.5,8.5"
Barbariana,"36.296985,-5.272343"
Barbariana,"42.446688,-2.290618"
Barbaricum,"52.5,7.5"
Barbarikinoi,"39.5,9.5"
Barbarikon,"24.92407,69.021536"
Barbarikon,"35.75,38.75"
Barbarikon Pelagos,"2.5,42.5"
Barbarion Pr.,"38.5,-9.5"
Barbaros,"35.25,33.25"
Barbarus,"27.5,67.5"
Barbesula,"36.296985,-5.272343"
Barbyses,"41.125,28.875"
Barce,"24.649668,67.920001"
Barchon,"40.476224,40.332743"
Bardašīr,"30.273015,57.068581"
Bardaetta,"38.2532735,32.4133715"
Bardasir,"30.273015,57.068581"
Bardines,"33.75,36.25"
Bardo,"36.09007,-5.7744275"
Barduli,"41.319271,16.283979"
Bargala,"41.800995,22.26784"
Bargasa,"37.025229,27.776644"
Bargasa,"37.6172015,28.411535"
Bargose,"21.70078,72.983068"
Bargousioi,"41.5,1.5"
Bargylia,"37.1950939,27.5893243"
Bargylietikos Sinus,"37.25,27.75"
Bargylus,"35.4352701991,36.1388192903"
Bargysoi,"26.2437513391,85.4829399298"
Baria,"37.245407,-1.774899"
Bariduum,"43.826378,17.010412"
Baris,"24.75,30.75"
Baris,"37.761005,30.524116"
Baris,"37.761005,30.524116"
Baris,"40.102177,27.655361"
Baris,"7.5,77.5"
Barium,"41.129222,16.870331"
Barkaia,"32.49948,20.861389"
Barke,"32.49948,20.861389"
Barkes Limen,"32.708807,20.9507545"
Barkitai,"32.5,20.5"
Barkousa,"33.48775,35.99167"
Barla,"37.032488,-4.630364"
Barlaamus,"35.961304,35.991611"
Barna,"25.227074,62.331697"
Barousai,"7.5,92.5"
Baroussai,"7.5,92.5"
Barsalium,"38.088118,39.196718"
Barsippa,"32.389256,44.34719"
Bartae,"40.685806,37.348097"
Barygaza,"21.70078,72.983068"
Barygazenos Kolpos,"22.5,72.5"
Barygazon Kolpos,"22.5,72.5"
Barzala,"38.088118,39.196718"
Basanitis,"33.25,36.25"
Base,"32.020202,15.096728"
Basgoedariza,"40.166092,38.563076"
Bashiyan,"28.931476,53.642646"
Basienis,"31.855221,36.824716"
Basileia,"35.5,39.5"
Basileia,"36.152103,36.252131"
Basileioi,"45.5,33.5"
Basileon Phrourion,"38.2405025,40.0827385"
Basilia,"47.5580285,7.586436"
Basilia,"49.170668,4.463465"
Basilica Constantini,"41.891829761,12.4883021073"
Basilica Hilariana,"41.8858204,12.4966238"
Basilica Nova,"41.891829761,12.4883021073"
Basilica Therma,"40.205714,29.042755"
Basilicus Sinus,"37.25,27.25"
Basilidin,"38.75,15.25"
Basilika Therma,"39.499305,35.2411795"
Basilikoi,"45.5,33.5"
Basilikos Aulon,"33.75,36.25"
Basilinoupolis,"40.607148,29.558621"
Basilippo,"37.264098,-5.54279"
Basilis,"37.444881,22.068131"
Basoropeda,"38.5,46.5"
Basra,"30.503217,47.820635"
Bassa,"10.0,80.0"
Bassachitai,"31.8028464632,24.4956718698"
Bassai,"37.4296348,21.90024695"
Bassiacum,"44.044496,1.670892"
Bassiana,"44.9696585,19.977001"
Bassiana,"47.254062,16.935227"
Bassiane,"39.5,41.5"
Basta,"40.047756,18.388132"
Bastarnae,"45.5,28.5"
Bastarnai,"45.5,28.5"
Basterbini,"40.047756,18.388132"
Bastetani,"37.5,-2.5"
Bastetania,"37.5,-2.5"
Basti,"37.490493,-2.774569"
Bastouloi,"36.5,-5.5"
Bastuli,"37.5,-2.5"
Bata,"10.37826,78.827628"
Bata,"44.733808,37.777299"
Batanaia,"32.498337,35.163397"
Batanaia,"33.25,36.25"
Batanis,"36.9763845,38.424374"
Batankaisara,"26.860053,77.791142"
Batavi,"48.573506,13.463921"
Batavi,"51.84167,5.858672"
Batavodurum,"51.84167,5.858672"
Bate,"37.994229,23.761697"
Bathiatai,"43.5,17.5"
Bathnae Mari,"36.9763845,38.424374"
Bathos,"37.454573,22.071247"
Bathykolpos,"41.125,29.125"
Bathynias,"41.25,28.75"
Bathys,"41.125,29.125"
Bathys Limen,"40.51253,27.785319"
Bathys Limen,"41.643326,41.661384"
Bathys Rhyax,"39.836743,36.7011285"
Batiai,"39.224419,20.827781"
Batiana,"44.833654,4.886189"
Batinetis,"37.75,27.25"
Batmizomaneis,"28.25,34.75"
Batnae,"36.9763845,38.424374"
Batnai,"36.383528,37.53822"
Batoi,"12.5,77.5"
Batora,"37.830877,-4.050178"
Batrachos,"32.139852,23.482915"
Batrakatash,"30.2011255,53.176749"
Battyna,"40.457765,21.098926"
Bau,"26.0715495,32.3689775"
Bauli,"40.832263,14.066789"
Bausta,"40.047756,18.388132"
Bauzanum,"46.496713,11.358007"
Bavares,"35.5,0.5"
Bazakata,"17.5,92.5"
Bazira,"34.684305,72.210835"
Be,"30.5,15.5"
Bearbaes,"36.5,41.5"
Beberaci L.,"36.5,41.5"
Bebrykes,"41.25,29.25"
Becciacum,"46.536935,-1.152853"
Beda,"49.9743810307,6.52351391266"
Bedaium,"47.934824,12.477721"
Bedriacum,"45.129535,10.442348"
Bedunia,"42.303366,-5.737469"
Bedunienses,"42.5,-5.5"
Beer Sheva,"31.2477295,34.8156215"
Beersheba,"32.930876,35.407812"
Begastrum,"38.094532,-1.79093"
Begeda,"41.289132,-1.51768"
Begguenses,"35.25,8.75"
Begorra,"40.703546,21.777385"
Beioubaitha,"37.346902,41.067857"
Beioudaes,"37.346902,41.067857"
Beira,"34.684305,72.210835"
Belaci,"45.25,6.75"
Belalis Maior,"36.76498665,9.25766915"
Belbina,"37.27848,22.286919"
Belbinates,"37.3025865047,22.2598575957"
Belca,"47.7527855,2.5156215"
Belegia,"42.830629,-2.7977155"
Beleia,"42.830629,-2.7977155"
Belemina,"37.27848,22.286919"
Belerion,"50.5,-5.5"
Belgae,"50.626011,6.783363"
Belgae,"51.5,-2.5"
Belgica,"50.626011,6.783363"
Belginum,"49.861149,7.164727"
Beliandrum,"46.854152,14.162861"
Belias,"36.75,38.75"
Beliminates,"37.25,22.25"
Belisama,"53.5,-2.5"
Belisone,"41.900517,-1.418493"
Belleia,"36.5,-5.5"
Bellias,"40.160744,15.155092"
Bellicum,"45.7601375,5.6864005"
Bellintum,"43.882531,4.780383"
Bellisone,"41.900517,-1.418493"
Belloákoi,"49.502645248,1.9810070678"
Belloi,"41.5,-1.5"
Bellovaci,"49.502645248,1.9810070678"
Bellunum,"46.140031,12.217395"
Belmina,"37.27848,22.286919"
Belminates Ager,"37.25,22.25"
Belminatis,"37.25,22.25"
Belo,"36.09007,-5.7744275"
Belon,"36.09007,-5.7744275"
Belounoi,"45.75,10.75"
Belsinon,"41.900517,-1.418493"
Belsinum,"43.3961555,0.5256585"
Belus,"36.25,37.25"
Bema theatrou Phaidros,"37.9702552262,23.7277761412"
Bemmaris,"36.9763845,38.424374"
Benacenses,"45.75,10.75"
Benacus L.,"45.75,10.75"
Benagouron,"16.642933,81.004404"
Benarni,"43.5,-0.5"
Bendas,"17.5,72.5"
Bender Abbas,"27.5,57.5"
Bendosaboron,"32.2804655,48.5176885"
Bene,"35.003313,25.07758"
Bene Beraq,"32.044043,34.818554"
Benearnum,"43.332678,-0.434655"
Benebentos,"41.130437,14.781161"
Beneharnum,"43.332678,-0.434655"
Beneuenton,"41.130437,14.781161"
Beneventum,"45.43771,10.727138"
"Beneventum, Beneuentum","41.130437,14.781161"
Benkasos,"35.25,25.75"
Bennafa,"34.301014,10.066684"
Bennoi,"41.25,26.25"
Beodizo,"41.087065,27.824805"
Bepyron,"27.5,92.5"
Berconum,"43.523555,7.0443"
Berekyntes,"38.75,29.75"
Berenice,"23.91062525,35.47481885"
Berenice,"32.1139055,20.0699815"
Berenice,"32.449667,35.614625"
Berenice Epidires,"12.437736,43.31115"
Berenice Panchrysos,"21.882527,35.205045"
Berenice Panchrysos,"21.9502485468,35.1411476707"
Berenicis,"32.1139055,20.0699815"
"Berenikē, Berenike, Berenice","29.6636335,34.9744445"
Berenike,"29.6636335,34.9744445"
Berenike,"29.6636335,34.9744445"
Berenike,"39.103467,20.642528"
Berenikes Nomos,"31.25,30.25"
Bergalei,"46.5,9.5"
Berge,"32.248646,14.880159"
Berge,"40.910982,23.508247"
Bergepolis,"41.057585,25.013705"
Bergidum Flavium,"42.599819,-6.725657"
Bergintrum,"45.615918,6.766804"
Bergistani,"41.5,1.5"
Bergoiata,"44.370817,4.646003"
Bergomum,"45.694909,9.669949"
Bergoout,"26.057183,32.160118"
Bergule,"41.4017405,27.352699"
Bergusium,"45.585793,5.276805"
Beria,"40.288041,23.129408"
Beriarac,"34.385516,38.082065"
Beris,"41.5,36.5"
Berky,"28.333897,30.607999"
Bernikes Kolpos,"36.25,33.25"
Beroe,"42.4254025,25.624862"
Beroe,"44.9149605,28.1520335"
Beroea,"40.520926,22.2008085"
Beroia,"36.199335,37.156825"
Beroia,"36.199335,37.156825"
Beroia,"40.520926,22.2008085"
Berones,"42.5,-2.5"
Beronicenses,"39.5,8.5"
Berosaba,"31.2477295,34.8156215"
Berothe,"33.945274,36.153207"
Berraum,"46.865829,0.771694"
Berrhoia,"36.199335,37.156825"
Berroia,"40.520926,22.2008085"
Berroka,"32.459001,36.806553"
Bersabe,"31.2477295,34.8156215"
Bersabe,"32.930876,35.407812"
Bersabee,"32.930876,35.407812"
Bersellum,"44.244909,17.593458"
Bersiba,"36.674541,38.119258"
Bersoubai,"32.930876,35.407812"
Berytos,"33.8985935,35.511241"
Berytus,"33.8985935,35.511241"
Berzobis,"45.426538,21.629394"
Besa,"37.7465255,24.007713"
Besechana,"33.4107985,43.6031125"
Beselatha,"36.416401,37.573563"
Beseldunum,"42.200203,2.69853"
Besinum,"43.757233,0.306953"
Bessadae,"27.5,92.5"
Bessapara,"42.101814,24.436297"
Bessi,"42.5,24.5"
Bestia Desolata,"31.5081,64.3566"
Bet Huzai,"31.5,48.5"
Beth Aramaye,"32.5,44.5"
Beth Dagon,"32.010099,34.832044"
Beth Daraya,"33.109452,45.947885"
Beth Garmai,"35.5,44.5"
Beth Govrin,"31.614254,34.8910485"
Beth Lapat,"32.2804655,48.5176885"
Beth Lashpar,"34.465114,45.85589"
Beth Maon,"32.782611,35.514986"
Beth She'arim,"32.700095,35.135395"
Beth Zur,"31.580556,35.105124"
Bethabara,"31.838763,35.547689"
Bethaphou,"31.233921,34.090986"
Bethar,"31.743201,35.12239"
Bethennabris,"31.8909195,35.6112485"
Bethezoba,"32.43518,35.773767"
Bethlehem,"31.712291,35.202123"
